121,7,3,8,0,2,1,0,7,0,1,0,0,0,1,1,1,0,1,0,0,4
122,31,8,12,9,39,9,7,24,0,2,1,3,3,0,7,0,6,12,3,3,15
123,22,16,8,4,21,1,5,8,0,0,0,1,1,0,5,5,3,4,0,2,9
124,3,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,2,1,0,0,1
125,46,34,31,9,39,5,9,22,1,2,5,8,14,0,13,10,15,17,0,6,32
126,9,2,3,4,23,2,3,7,0,0,10,4,5,0,3,2,2,8,1,4,7
127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
128,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
129,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2
130,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2,0,1,0,3,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,2
132,12,7,2,5,12,0,5,12,0,0,0,0,3,1,4,0,7,9,2,3,7
133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,22,7,2,3,23,5,4,19,0,3,7,2,5,0,4,1,8,7,3,2,6
136,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
137,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1
138,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,20,17,8,6,16,3,4,17,0,5,0,1,5,2,8,2,8,6,0,0,11
141,93,55,46,26,82,19,30,65,2,16,19,10,22,8,37,14,34,47,8,14,35
142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,63,43,27,13,43,6,19,45,1,4,4,11,25,8,33,10,23,16,1,7,31
145,65,11,24,15,74,13,7,30,0,2,11,3,17,1,23,6,7,26,5,8,14
146,1,2,0,0,1,0,1,1,0,0,5,1,0,0,1,0,3,0,0,1,1
147,24,9,11,7,34,2,6,20,0,0,1,1,7,2,12,5,6,10,3,3,18
148,4,1,0,3,3,1,1,1,0,0,0,0,0,1,2,0,0,1,1,1,3
149,7,1,5,1,4,0,0,4,0,0,1,0,3,1,6,1,2,0,2,1,8
150,144,121,55,39,172,18,58,136,1,16,37,29,74,21,63,26,52,100,12,14,63
151,82,58,31,13,60,13,24,57,2,8,4,8,31,5,30,14,28,41,5,4,36
152,14,4,6,2,8,3,0,4,0,0,1,1,1,0,3,1,4,4,4,1,8
153,102,55,35,17,138,20,24,69,2,8,31,11,45,4,45,13,30,67,11,14,36
154,28,17,12,6,14,1,12,21,1,0,1,2,7,5,7,5,7,4,1,4,13
155,11,10,5,3,6,3,4,6,0,0,0,3,2,1,6,3,3,5,3,4,9
156,11,4,7,2,8,1,2,7,1,0,0,1,1,0,3,4,3,2,0,1,8
157,21,11,9,6,35,6,3,14,0,1,7,5,12,3,13,2,5,14,3,5,12
158,38,13,13,7,48,7,8,18,2,5,22,5,15,1,9,3,6,19,3,4,13
159,20,8,5,4,13,4,2,8,0,0,0,2,4,0,11,2,5,12,1,2,13
160,80,42,24,9,89,16,12,50,1,3,25,9,40,4,31,11,25,50,6,11,27
161,97,67,28,18,119,16,28,92,2,5,12,20,38,9,48,21,35,63,5,4,33
162,60,45,38,20,56,6,18,42,1,2,3,12,31,7,19,8,27,27,6,9,54
163,77,29,29,16,104,16,21,58,2,2,5,7,30,0,25,10,22,46,7,9,25
164,53,47,25,20,37,6,16,33,2,4,3,9,11,10,25,11,20,19,1,2,25
165,106,49,35,27,128,23,23,106,4,3,21,11,49,6,53,17,40,70,8,13,33
166,8,1,2,3,14,1,1,2,0,0,1,1,2,0,2,3,2,4,0,6,8
167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
168,49,33,13,9,54,7,17,32,2,6,8,5,18,3,19,7,18,30,7,4,21
169,15,9,4,3,18,1,4,9,1,3,10,2,5,1,7,0,4,7,1,2,7
170,45,9,13,7,74,6,5,28,1,2,10,1,19,0,18,7,20,35,2,5,14
171,12,11,9,2,15,0,2,10,0,1,2,0,5,0,3,3,2,5,1,2,8
172,64,32,16,10,62,14,10,39,2,2,12,9,46,2,18,15,20,50,5,8,22
173,78,28,22,12,70,20,11,59,3,2,16,13,44,1,28,18,29,66,8,9,27
174,13,5,2,2,18,2,0,3,0,0,4,4,3,0,5,1,5,7,1,2,4
175,34,14,10,8,52,5,5,19,0,0,2,2,8,0,12,4,8,14,4,4,15
176,33,12,22,9,27,3,5,11,0,1,1,2,10,1,10,8,12,5,1,3,29
177,23,7,7,4,28,5,1,12,1,0,2,2,5,0,3,3,7,8,5,5,11
178,4,1,2,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
179,7,5,1,3,10,0,1,2,0,2,0,1,0,0,3,0,1,0,0,2,10
180,61,29,21,13,102,13,8,28,0,2,14,3,30,0,20,13,12,32,7,10,33
181,13,4,6,0,13,2,4,6,0,1,16,2,3,0,1,1,2,9,2,3,5
182,8,9,1,3,10,0,0,7,0,2,0,0,0,0,2,0,2,1,0,0,4
183,4,1,5,3,3,0,1,2,0,0,0,0,0,0,2,2,1,0,0,2,3
184,5,1,2,0,3,1,0,1,0,0,0,0,2,0,1,1,1,1,0,2,5
185,71,40,22,15,81,14,12,52,2,4,19,4,53,6,29,14,26,58,6,8,33
186,25,19,4,9,43,2,10,14,1,5,10,4,12,2,10,3,7,11,2,6,12
187,20,10,10,8,11,4,3,4,0,1,4,1,2,0,7,2,4,4,0,1,9
188,28,15,13,3,33,3,5,13,0,2,2,2,12,1,9,2,9,11,9,3,15
189,4,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2
190,19,4,12,6,9,5,3,10,0,0,1,1,4,0,3,2,4,3,2,3,9
191,12,6,1,2,12,2,4,8,0,2,0,1,0,0,5,1,2,4,0,4,9
192,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,27,20,17,8,31,7,7,23,0,0,0,6,9,1,13,2,9,15,3,3,16
194,24,32,13,6,23,2,9,22,0,4,4,3,7,4,15,4,8,12,2,6,13
195,22,21,8,11,22,4,7,12,1,3,1,0,4,5,13,1,9,6,1,5,8
196,71,33,24,15,82,13,17,56,3,2,11,6,41,3,30,11,30,59,10,9,24
197,5,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,2
198,84,46,26,12,83,16,21,51,4,2,8,10,50,4,29,15,25,61,7,11,40
199,17,16,16,5,10,0,5,8,1,1,0,3,4,6,3,2,3,3,0,4,10
200,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,1
201,6,4,0,0,4,0,0,3,0,0,1,1,1,0,1,0,1,1,1,2,7
202,5,0,3,1,3,0,0,1,0,0,0,0,1,1,2,0,1,2,0,2,8
203,29,13,11,12,32,3,10,21,0,5,6,1,8,4,9,2,16,9,1,3,8
204,32,9,5,3,34,9,4,27,0,1,5,4,7,0,9,2,14,23,1,8,6
205,7,12,8,5,12,0,4,7,1,0,1,2,3,1,3,4,4,4,0,0,7
206,13,10,4,7,13,0,6,7,0,0,1,0,1,1,2,0,6,5,0,1,5
207,26,29,8,13,34,6,9,20,0,5,4,2,10,2,14,4,12,6,1,2,12
208,77,48,27,15,106,15,24,68,2,8,22,10,35,10,36,11,34,62,9,7,25
209,7,5,3,3,9,2,1,5,0,0,0,1,2,1,2,1,2,2,1,1,4
210,8,1,2,0,3,2,2,7,0,0,0,0,2,1,0,1,4,4,1,0,3
211,5,2,2,1,3,0,1,3,0,0,0,0,1,1,1,0,2,2,0,2,8
212,0,2,1,0,4,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2
213,13,14,9,4,14,1,4,13,0,0,0,2,7,3,9,6,7,2,0,4,11
214,6,2,3,1,2,0,0,3,0,0,0,0,1,0,1,1,3,2,0,0,3
215,21,14,12,7,32,1,2,19,1,3,1,3,2,1,10,5,4,2,1,3,16
216,48,27,10,11,75,6,12,32,0,3,32,6,21,0,20,2,9,18,4,3,16
217,5,6,3,4,10,2,4,8,0,0,1,0,4,1,0,0,4,6,1,2,3
218,30,18,10,13,25,2,5,19,0,3,5,3,6,1,12,1,8,13,2,2,17
219,4,2,0,0,8,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,3
220,8,2,1,0,1,1,0,2,0,0,0,0,2,0,2,0,0,4,1,0,4
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,45,51,21,17,44,4,15,29,0,7,4,3,13,6,21,10,11,7,0,4,17
223,180,90,69,41,259,27,37,120,3,16,37,31,102,8,74,38,47,112,18,23,80
224,47,43,21,15,57,7,26,34,1,10,2,5,20,6,18,6,14,15,4,5,30
225,29,21,10,9,39,4,11,34,1,2,0,10,10,0,19,4,11,16,4,3,17
226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,27,8,3,1,21,6,4,14,0,0,2,0,7,0,5,1,5,13,1,5,6
228,1,1,1,0,3,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1
229,12,14,6,2,12,1,2,11,0,1,0,5,4,0,5,4,5,5,2,4,13
230,44,38,18,11,40,5,14,39,0,6,1,8,16,5,17,6,18,33,3,5,22
231,92,47,28,19,112,18,28,52,2,11,27,12,38,3,37,11,31,36,8,13,35
232,35,52,20,11,28,2,19,35,1,4,1,15,14,4,17,12,17,24,1,5,29
233,25,21,20,8,26,2,9,27,1,0,3,7,12,3,6,5,10,21,3,7,19
234,24,12,5,5,14,6,5,16,0,0,3,2,8,1,10,1,6,11,4,3,11
235,126,81,65,22,112,17,35,82,2,12,13,24,49,10,44,25,49,72,8,16,63
236,41,40,20,15,39,8,16,26,1,9,7,5,21,6,21,4,15,11,0,6,15
237,32,31,13,10,30,5,8,27,1,7,4,7,9,6,13,5,11,14,1,6,17
238,2,5,3,0,2,0,3,2,0,0,6,0,1,0,1,0,2,2,0,0,3
239,18,6,4,10,34,4,7,11,1,4,24,3,11,1,4,2,1,11,1,2,9
240,5,3,4,0,10,3,1,1,0,0,0,1,0,0,1,0,2,6,1,2,5
241,3,3,1,0,3,0,1,6,0,0,2,0,1,0,0,2,2,2,1,0,2
242,10,8,12,5,5,1,5,5,0,0,0,0,2,3,2,5,3,3,0,3,8
243,1,2,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0
244,0,0,0,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
245,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,3
246,104,85,38,25,82,7,31,70,2,4,10,21,38,8,31,19,28,46,9,14,44
247,76,44,47,23,57,5,17,39,0,3,6,11,23,5,18,14,12,24,4,13,36
248,21,12,4,9,20,6,5,9,0,6,3,2,3,1,8,1,7,5,4,3,9
249,31,28,17,10,35,4,12,27,1,2,1,4,17,2,14,8,11,17,1,5,14
250,4,0,1,0,11,0,1,0,0,1,5,1,0,0,1,0,0,0,0,2,3
251,5,2,0,0,1,0,1,2,0,0,0,0,2,0,1,0,1,2,0,1,0
252,44,41,17,13,68,5,13,19,1,7,13,6,23,3,19,7,19,22,5,4,18
253,103,50,39,25,118,22,29,60,1,7,12,10,35,4,37,16,35,60,17,12,46
254,4,5,2,2,3,0,3,3,0,1,0,0,1,2,3,2,1,3,0,0,3
255,11,4,0,3,13,1,1,5,0,0,1,1,6,0,5,1,1,5,3,1,4
256,32,12,3,4,43,6,10,9,0,4,9,2,11,1,6,4,13,21,3,7,18
257,20,9,3,2,14,1,3,13,1,3,2,1,4,2,7,1,7,6,1,1,13
258,12,6,3,2,24,3,5,9,1,1,31,3,4,1,3,4,3,11,2,5,11
259,23,6,2,2,15,1,3,13,1,3,0,1,4,0,3,1,4,6,2,1,11
260,324,249,123,83,400,62,106,341,6,29,95,72,218,49,151,85,115,270,35,41,137
261,28,40,20,14,49,4,13,23,0,7,10,3,9,6,12,4,8,13,1,4,17
262,22,12,9,9,18,1,10,8,1,9,14,1,8,0,6,4,6,14,1,2,17
263,5,7,5,1,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,0
264,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
265,104,109,54,25,83,9,44,72,1,11,4,16,38,15,39,22,35,35,2,12,42
266,78,65,36,27,96,9,33,84,0,9,10,16,31,15,40,18,36,49,9,11,33
267,20,5,3,5,29,8,2,14,0,2,10,0,6,0,5,0,7,11,4,1,8
268,11,4,0,3,5,0,2,9,0,0,1,1,2,1,1,0,3,3,0,1,7
269,7,5,4,5,6,1,4,6,0,0,0,0,1,0,2,2,2,2,1,2,5
270,11,9,2,0,8,0,6,12,0,6,2,0,4,0,4,0,5,5,0,1,4
271,12,9,3,3,10,1,3,9,0,0,2,1,0,0,1,1,1,1,0,2,4
272,56,48,30,10,36,2,21,40,1,5,3,9,21,7,14,7,15,27,3,5,23
273,44,20,14,3,34,6,7,19,1,4,2,3,14,1,10,7,12,16,4,5,18
274,4,1,0,0,6,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,3
275,15,8,2,3,21,1,2,5,1,0,3,2,1,0,3,0,1,2,0,4,6
276,36,19,10,10,31,9,9,25,1,5,6,3,15,2,12,2,9,7,2,3,12
277,18,15,10,3,28,3,11,14,0,3,7,6,9,1,8,1,8,10,2,2,11
278,6,4,0,1,2,2,3,6,0,1,1,0,2,0,3,0,4,2,0,0,3
279,7,7,0,3,9,1,3,6,0,0,0,0,0,1,1,1,4,1,0,0,2
280,37,20,7,8,30,3,8,21,0,2,1,6,8,1,14,4,11,12,4,5,10
281,32,26,14,10,21,2,9,19,1,1,2,7,11,6,10,6,18,15,1,2,20
282,34,28,10,6,24,7,10,24,0,4,3,0,7,2,10,5,12,12,2,2,13
283,2,0,0,1,1,1,0,3,0,1,0,0,1,1,2,0,1,2,0,1,1
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,2,1,1,0,3,0,1,2,0,2,0,0,0,1,1,0,3,0,0,1,3
288,97,49,35,21,100,19,27,80,3,3,8,14,35,3,38,15,33,57,9,19,35
289,23,17,8,8,23,3,7,12,1,5,0,3,6,2,13,3,8,7,0,2,7
290,17,12,15,5,16,2,5,19,1,1,1,3,8,2,5,3,14,8,4,4,23
291,11,3,1,2,9,0,1,3,0,1,0,0,2,0,1,0,1,5,2,3,3
292,89,57,32,22,116,22,29,84,2,4,15,9,44,5,38,16,41,58,8,12,30
293,129,61,52,24,141,17,25,87,3,5,13,15,68,5,57,27,30,73,13,16,62
294,7,2,4,2,3,0,0,9,0,0,0,1,0,1,3,2,3,1,0,1,3
295,8,1,0,1,4,0,0,0,0,0,0,1,0,0,2,0,2,3,0,1,6
296,251,181,90,59,349,37,80,242,3,23,35,52,146,25,121,59,84,154,27,35,118
297,3,0,2,1,8,2,0,4,0,0,2,0,0,0,0,0,2,1,0,0,3
298,3,1,2,0,4,0,2,1,0,0,0,2,0,0,1,2,1,1,0,1,2
299,19,12,10,4,20,2,2,19,0,0,1,2,3,4,6,7,3,10,1,4,14
300,100,80,37,23,94,10,28,74,1,9,15,20,31,5,32,12,27,49,5,8,45
301,7,7,3,2,3,1,1,7,0,1,0,0,0,0,1,1,3,1,0,0,5
302,12,13,8,6,9,0,4,10,0,1,0,1,5,1,4,2,0,1,2,1,6
303,72,24,18,12,60,9,11,49,1,1,8,7,16,2,23,8,22,31,7,6,31
304,6,1,3,1,4,1,0,3,1,1,0,1,1,3,1,2,1,1,1,1,2
305,17,13,9,4,18,1,9,12,1,1,0,2,6,2,6,4,4,5,0,2,11
306,40,47,24,10,42,4,17,28,1,2,0,4,17,8,11,11,11,20,1,7,29
307,35,32,22,6,35,1,5,23,1,1,1,4,16,5,8,5,10,8,1,6,18
308,21,26,22,4,29,1,9,20,0,1,1,3,11,4,5,5,7,9,2,7,15
309,6,5,3,4,7,0,1,5,0,0,1,0,1,2,1,0,3,4,0,2,3
310,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
312,18,6,5,4,22,2,4,4,0,1,3,2,6,0,8,3,6,5,0,4,9
313,7,1,4,2,9,1,3,5,1,2,7,0,5,0,1,0,0,2,0,1,3
314,27,40,23,8,21,4,14,32,0,8,5,6,13,9,16,6,15,13,4,3,33
315,30,6,7,2,22,6,7,17,1,1,0,1,9,0,9,2,13,8,1,2,9
316,143,85,44,28,172,26,32,97,5,6,31,13,90,8,52,26,54,126,16,16,46
317,91,42,25,22,91,12,24,65,3,10,35,8,31,4,25,18,29,58,9,6,33
